title,alt_title,type,description,genre,author,artist,rate,image,released
Uketsukejo ni Kokuhaku Shitakute Guild ni Kayoitsumetara Eiyu ni Natteta,"受付嬢に告白したくてギルドに通いつめたら英雄になってた, I Wanted to Confess to the Receptionist, but When I Went to the Guild, I Became a Hero",manga,"**I Became the Strongest Hero by Frequenting the Guild Just to See the Receptionist!**

Jade, who aims to become the strongest adventurer, arrives at the guild and falls in love at first sight with the receptionist! Determined to talk to her, he realizes the only way to do so is to complete as many quests as possible. Thus begins Jade's journey, driven by love, to become the ultimate hero through relentless questing and adventure.","Romance, Comedy, Fantasy, Adaptation",Nekomata Nuko,Yonezo,8.2397,https://mangadex.org/covers/136dd3fe-3e21-4fc9-b737-5bf382b9682a/e225de24-32c3-42f9-882e-235c44b45063.jpg,2021
The Great Ruler,"The Great Dictator, 大主宰, 斗破苍穹之大主宰",manga,"The Great Thousand World. It is a place where numerous planes intersect, a place where many clans live and a place where a group of lords assemble. The Heavenly Sovereigns appear one by one from the Lower Planes and they will all display a legend that others would desire as they pursue the road of being a ruler in this boundless world.  
  
In the Endless Fire Territory that the Flame Emperor controls, thousands of fire blazes through the heavens.  
  
Inside the Martial Realm, the power of the Martial Ancestor frightens the heaven and the earth.  
  
At the West Heaven Temple, the might of the Emperor of a Hundred Battles is absolute.  
  
In the Northern Desolate Hill, a place filled with thousands of graves, the Immortal Owner rules the world.  
  
A boy from the Northern Spiritual Realm comes out, riding on a Nine Netherworld Bird, as he charges into the brilliant and diverse world. Just who can rule over their destiny of their path on becoming a Great Ruler? In the Great Thousand World, many strive to become a Great Ruler.  
  
*Note : The Comic Format Change From Normal Page to Longstrip Starting at Chapter 84,*","Action, Long Strip, Romance, Comedy, Martial Arts, Adventure, Wuxia, Drama, Fantasy, Web Comic, Supernatural, Adaptation, Full Color",Ren Xiang,JOE,8.0021,https://mangadex.org/covers/6e4ab519-495f-4dc9-9f8a-00f18de96fe8/4f3cd3c2-f9d1-4f19-b9de-d6f16bc8e17a.png,2014
Oiroke Event no Ousa ni Teihyou no Aru Watashi desu ga Rival Reijou to shite no Shimei wo Hatashimasu,"お色気イベントの多さに定評のある私ですがライバル令嬢としての使命を果たします, I’m Known for My Numerous Sexy Events, but I Will Complete My Mission as the Rival Daughter.",manga,"Sherry Cassandra is repeating her life for the umpteenth time. Thanks to so many repetitions, she has realized that she is apparently the rival of the protagonist and is destined to be defeated by sexual events. Although she thought about running away, she has already given up and now spends her days fulfilling her mission while aspiring, if possible, to a pleasurable ending falling into ecstasy. There are many sexual events, but this time she will also strive. That’s what she thought, but this time seems a little different. This is the story of an aristocratic villainess trapped in a time loop who will finally find happiness.","Reincarnation, Fantasy, Villainess",Tsukahara Miyako,Tasokusen Tarou,7.4167,https://mangadex.org/covers/573329e7-1cb6-4fcc-b576-7789acbb9734/2a76f197-7373-4604-ad63-cce8c480f375.jpg,2022
Tsurenai Kanojo wo Tsuru Houhou,つれない彼女を釣る方法,manga,"Nishizawa, in an increasingly desperate effort to hook up with his extremely aloof and fishing-obsessed Kitagawa-senpai, decides to employ some fishy tactics to finally catch her attention. Will she take the bait…?","Oneshot, Animals, Romance, Comedy",Yuuki Kentarou,Yuuki Kentarou,7.8249,https://mangadex.org/covers/c6a3a0c8-1457-43be-b8c4-2c11b5c19e36/ef0e3359-d654-44ca-9b12-2f9b46871784.png,2020
Endo and Kobayashi's Live Commentary on the Villainess,"ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん, The Play-by-Play Commentator Endo-kun and Colour Commentator Kobayashi-san's Live Commentary on the Tsundere Villainess Liselotte, Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte, Эндо и Кобаяши в прямом эфире комментируют злодейку, 츤데레 악역영애 리제롯테와 실황의 엔도 군과 해설의 코바야시 양~, 傲娇恶役大小姐莉泽洛特与实况转播远藤君和解说员小林",manga,"On the outside, otome villainess Liselotte seems foul in every way, a purely evil character. However, as revealed in her diary, she was always hiding both her pain and her true feelings for Prince Siegward. While she keeps this locked away, an evil witch ultimately possesses her, leading to her demise—a tragic end for the tsundere villainess. This is how the story always goes, an end coded into the game MagiKoi.

Broadcasting club members Aoto Endo and Shihono Kobayashi decide to play this game. In another universe, Prince Siegward hears their voices, believing it to be a divine revelation from a god and goddess. These voices clue him into something he never noticed before: Liselotte is actually overwhelmingly adorable!

There are no resets in this game, and just one chance to change the future for the ill-fated villainess. In years to come, these two entities, who would guide the country to prosperity and greatness, would be known as play-by-play Endou and color commentator Kobayashi!","Romance, Comedy, Video Games, Magic, Drama, School Life, Fantasy, Villainess, Adaptation",Enoshima Suzu,Sakakiri,9.2253,https://mangadex.org/covers/a944aace-6f03-4298-b864-aee895acab28/10894522-5a8f-455a-a483-84d18cad0f9f.jpg,2019
"Tsuma ga Kanpeki Sugiru node, Chotto Ran Shite Ī Desu ka?","妻が完璧すぎるので、ちょっと乱していいですか？, My wife is too perfect, so can I disturb her a little?",manga,"It's only been a week since they got married, and they've only just begun their life together. The wife is so perfect in every way, that it makes her husband want to tease her and see her trip up, just a little bit......? A sweet couple's love comedy from Akiba Ruiki!

(Source: Comic Fuz, translated)","Romance, Comedy, Slice of Life",Akiba Ruiki,Akiba Ruiki,9.8182,https://mangadex.org/covers/ab7aef75-57a7-4304-bd5b-c5599f98054a/5b254435-00cb-4b42-be97-b03e2455ffa0.jpg,2021
RTA Sousha wa Game Sekai kara Kaerenai,"RTA走者はゲーム世界から帰れない, Speedrunner Cannot Return from the Game World, RTA Runner Cannot Return from the Game World, The RTA Runner Can't Return From The Game World",manga,"Our protagonist, the speedrunning emperor of *Another Verse*, suddenly feels sleepy in the middle of practice.
When he awakens, the familiar opening of *Another Verse* is playing right before his eyes!?
In this godly environment where the body is moving better than usual, you have to speedrun!

Clearing the game world faster than anyone!
Abusing bugs to fight, the fastest isekai fantasy!!","Monsters, Demons, Comedy, Video Games, Magic, Isekai",Koide Yoshito,Koide Yoshito,8.9874,https://mangadex.org/covers/ac743453-99ef-49e5-93e5-265cfff01fe0/3058466b-46a8-4aa8-bc00-325dcb734c58.jpg,2023
Kyoujin Kankei,"狂人関係, Madman Relationship, Furious Love",manga,"Edo period, a young draftsman, Sutehachi, arrives at Katsuhika Hokusai's house, the genius of the print and his daughter O-ei. If the boy's passion for drawing does not give way to that of the master, haunted just like him by the passion of the print, he is also very attracted by the world of pleasures.","Historical, Romance, Drama, Slice of Life",Kamimura Kazuo,Kamimura Kazuo,5.6667,https://mangadex.org/covers/95e0a3cf-052c-460a-8897-cde70d39561d/b0229549-1efa-4fd7-8dc6-9675dbd20e00.png,1973
Josou Danshi wa Skirt wo Nugitai!,"女装男子はスカートを脱ぎたい！, The Crossdressing Boy Wants to Take Off His Skirt",manga,"Uichiro, a junior high school boy, harbors a secret he cannot share with his childhood friend, Tama-chan. He has been cross-dressing for her because she has a phobia of men. This is a thrilling yet agonizing comedy about a boy who cross-dresses for the girl he loves!","Romance, Comedy, Crossdressing, School Life",Shinagire,Shinagire,8.9335,https://mangadex.org/covers/ad9900fc-97d7-4d5a-8126-1f3a653a461a/93303e5e-2845-46f7-93df-2935fc843058.jpg,2023
Tsuihou Sareta Tensei Juu Kishi wa Game Chishiki de Musou Suru,"追放された転生重騎士はゲーム知識で無双する, The Exiled Reincarnated Heavy Knight Is Unrivaled in Game Knowledge",manga,"“You good-for-nothing bastard. You are the son of a Sword Saint, yet you dare pull such a defective Class!?”

During the〈Divine Blessing Ceremony〉of the 15-year-old Elma who came from a lineage of Sword Saints, he had manifested a commonly deemed defective class known as the Heavy Knight. He had been deprived of his position as the next head of the Edvan Household and was then exiled. The Heavy Knight class had an unbalanced status and useless skills, to top it off, it was even said to be a class cowardly and indolent people have.

But, Elma knew better—that this world was the world of the game he had used to play before—and that the Heavy Knight class was the strongest class to exist. Elma made full use of the knowledge he had in his previous life and began his efficient walkthrough of the world he was reincarnated into.","Reincarnation, Monsters, Action, Romance, Adventure, Magic, Isekai, Drama, Fantasy, Adaptation",Nekoko.,Brocco Lee,8.1634,https://mangadex.org/covers/7c5ee2ae-5bed-4e72-8d75-91e3b8e9787a/db0a945f-2467-4c0d-a0a6-34c4d249356d.jpg,2022
"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You","君のことが大大大大大好きな100人の彼女, Las 100 Novias Que Te Quieren Mucho Mucho Mucho Mucho Mucho, 100 девушек, которые очень-очень-очень-очень-очень сильно тебя любят, 超超超超超喜歡你的100個女友, The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",manga,"Aijo Rentaro has asked a hundred girls out and struck out every time. In desperation, he prays for guidance, only to be told by a god that his rejections were due to a cosmic mishap! Now this god will set things right by making sure Aijo gets one hundred dates. 

Except, as things often go with gods, there’s a catch: each of his one hundred dates is Aijo’s destined soulmate! Worse, if he doesn’t return their feelings, they’ll all die in horrible - and hilarious - accidents!","Romance, Comedy, Harem, School Life, Slice of Life, Supernatural",Nakamura Rikito,Nozawa Yukiko,9.2803,https://mangadex.org/covers/efb4278c-a761-406b-9d69-19603c5e4c8b/0be74b17-5073-47d6-850c-f5de838ce4df.jpg,2019
The Struggle of Being Reincarnated as the Marquess's Daughter: I'll Deal with What's Coming to Me!,"転生侯爵令嬢奮闘記 わたし, 立派にざまぁされてみせます!, The Struggles of a Reincarnated Marquess's Daughter--- I'll be taken down in Style!",manga,"One day, the Marquess’s daughter Julianne suddenly regained the memories of her previous life and reflected on her behavior up to this point. A life of luxury, bullying her siblings and stalking her fiancé…… A horrible personality and overweight appearance, devoted only to wrongdoings that belonged to the villainess of the novel she read in her past life. In any case if it is a ""serves you right"" fate from now on, then it will be after I get a beautiful body and soul! She, who thought this, started a diet together with showing a wholehearted devotion to her family —?!","Reincarnation, Historical, Romance, Comedy, Isekai, Fantasy, Villainess, Adaptation",Shinoda Mikan,Yamaru Yasuko,7.9947,https://mangadex.org/covers/2632dd4b-4005-44f9-8a5f-5e1b752e3e42/25dd018a-330d-4bc0-b6eb-03b3c0389e02.jpg,2020
"Tsuihousareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou","追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双, I Got a New Skill Every Time I Was Exiled, and After 100 Different Worlds, I Was Unmatched, Unmatched in 100 Different Worlds — I Gain a New Skill Every Time I Get Banished, 每遭放逐就能獲得技能的我，在100個世界大開第二輪無雙, 每遭放逐就能获得技能的我，在100个世界大开第二轮无双",manga,"An adventurer named Ed was exiled from his party because he was considered useless, but instead of being sad and upset he was actually happy!!?

It turns out that it's not without reason that he feels happy when he's exiled from his party, because every time he's been exiled he will receive a skill that makes him even more invincible...
- - -
Ed was given the crazy test of having to get expelled from 100 Hero parties in 100 different worlds before he could return to his original world. Finally a mysterious and divine entity said that he had achieved all the conditions to return to his original world.

However, as a final condition he is asked “Look at the fate of one of these exile worlds after you left.” and he is shocked by what he sees.

“Okay, I’ll do it! I’ll go down to these 100 worlds again and be banished with a good feeling!” Ed takes on a new challenge to make full use of the super-powerful “Exiled Skills” that were granted each time he was exiled, and this time ensure they all have happy endings.

Only this time he is accompanied to these 100 worlds by a former companion…","Reincarnation, Time Travel, Monsters, Action, Demons, Romance, Comedy, Adventure, Magic, Isekai, Gore, Fantasy, Web Comic, Adaptation",Hinoura Takumi ,Tsukasa Jinmori,9.2093,https://mangadex.org/covers/5f64d517-c4ea-40c0-a463-fcc069d39d3b/7df5fdc2-bbd3-48e2-9687-2e638d1968e4.jpg,2022
ANKOKU Delta,"暗黒デルタ, Ankoku Delta, Тьма Дельты",manga,"In the otherworldly city of Delta, its grotesque residents sustain themselves by consuming human energy...!

This gritty, action-packed tale marks the first full series from the up-and-coming talent who captivated audiences with the one-shots “Death Salmon Hunter” and “Composter Funeral”!","Sci-Fi, Action, Supernatural",Arupa,Arupa,7.65,https://mangadex.org/covers/7b5f5762-425d-4102-a503-4d94f48f90cd/32cc59a2-7dc3-4749-a351-044e3e6c3cf2.jpg,2024
Red Cat Ramen,"ラーメン赤猫, Ramen Red Cat",manga,"Tamako comes for an interview at a ramen shop run only by cats, with no humans. The cat manager asks her if she likes cats, and when Tamako honestly says she is a dog person, she is easily hired. However, her job is not to run a ramen shop, but to look after cats...?","Animals, Comedy, Web Comic, Slice of Life, Cooking",ANGYAMAN,ANGYAMAN,9.2915,https://mangadex.org/covers/94d60d12-452d-49f0-8d0f-5af785e561a8/5dd66a23-05dd-4e8f-a6dc-696152d8cc37.jpg,2022
Kill Blue,"キルアオ, Килл Блю",manga,"A graduate from the school of hard knocks, hit man Ogami faces his greatest challenge yet…middle school!","Action, Comedy, Crime, School Life",Fujimaki Tadatoshi,Fujimaki Tadatoshi,8.4319,https://mangadex.org/covers/7066efc8-b73f-4b17-8b8d-6060a5412590/fbd503dd-67e7-4737-aa3d-0a25b1cb5c86.jpg,2023
Choujun! Choujou-senpai,"超巡!超条先輩, Super Psychic Policeman Chojo, Полицейский-экстрасенс Чоджо!",manga,"The creator of Samon the Summoner returns to Jump with a new series about a super-powered policeman! In Chinjuku, the city that never sleeps, there is a psychic senior police officer who has powers beyond human comprehension! His name is Meguru Chojo! Along with his judo expert partner Nao Ippongi, this hilarious duo will keep the streets clean by any means necessary!","Comedy, Police, Supernatural",Numa Shun,Numa Shun,8.0645,https://mangadex.org/covers/53afa9e9-6b61-49c2-a92f-a55c78d0f88f/64967495-a3d7-47a7-b327-2f6baef1c79c.jpg,2024
The Elusive Samurai,"The Elusive Young Lord, Юный лорд-мастер побега, 逃げ上手の若君, Неуловимый самурай",manga,"Yusei Matsui, creator of Assassination Classroom and Neuro: Supernatural Detective, is back! Set in feudal Japan in between the Kamakura and Muromachi periods, our hero Hojo Takatoki is a boy on the run that history all but forgot! When the Kamakura shogunate is overthrown by Ashikaga Takauji, Takatoki's family and standing are visciously taken away from him, and he must flee to the far reaches of the land to survive and seek out his revenge!","Thriller, Historical, Action, Psychological, Ninja, Survival, Samurai, Adventure, Military, Drama, Slice of Life, Tragedy",Matsui Yuusei,Matsui Yuusei,7.4153,https://mangadex.org/covers/b6a5d154-7845-4129-b473-ba0aec3deffd/93d3ec4a-e366-454c-a0bc-5b8cf7e0dd7b.jpg,2021
